,Disease,Keyword,Website,Symptoms,,
0,Warts Molluscum and other Viral Infections,Chicken Pox,https://my.clevelandclinic.org/health/diseases/4017-chickenpox,Chickenpox is an infection that causes a skin rash. The disease is caused by a germ called varicella-zoster virus. (Chickenpox itself is also called varicella-zoster.) Most people will get the virus when they’re young if they haven’t had a chickenpox vaccine.,,
0,Warts Molluscum and other Viral Infections,Periungual Wart,https://my.clevelandclinic.org/health/diseases/15045-warts,"Warts are noncancerous (benign) rough bumps that form on the skin. They develop when the human papillomavirus, or HPV, enters a cut or break in the skin and causes an infection.",,
0,Warts Molluscum and other Viral Infections,wart Mouth,https://my.clevelandclinic.org/health/diseases/15010-oropharyngeal-human-papilloma-virus-hpv-infection,"Oral HPV is a subtype of human papillomavirus. It mostly spreads through oral sex or mouth-to-mouth contact. People with oral HPV don’t often have symptoms. For this reason, people can spread the virus without realizing it. Oral HPV can potentially turn into oropharyngeal cancer, though this is rare. The best prevention is vaccination.",,
0,Warts Molluscum and other Viral Infections,Herpes Hand,https://my.clevelandclinic.org/health/diseases/24681-herpetic-whitlow,Herpetic whitlow is an infection of the skin around your fingernail. The herpes simplex virus causes the condition when the virus penetrates your skin through a break in your skin near your nail. Herpetic whitlow causes painful blisters on your fingers.,,
0,Warts Molluscum and other Viral Infections,Back Heel,https://my.clevelandclinic.org/health/articles/10060-heel-pain,"Heel pain is a common foot and ankle problem. Pain may occur underneath the heel or behind it. Many conditions can cause pain in the heels, including:",,
0,Warts Molluscum and other Viral Infections,corns,https://my.clevelandclinic.org/health/diseases/16896-corns-and-calluses,"Corns and calluses are a buildup of hard, thick areas of skin. Although these hardened areas of skin can form anywhere on your body, you’ll usually see them on your feet, hands or fingers.",,
0,Warts Molluscum and other Viral Infections,eczema herpeticum,https://my.clevelandclinic.org/health/diseases/21460-dermatitis-herpetiformis,"Dermatitis herpetiformis is a long-term (chronic) condition that causes itchy bumps and blisters on your skin as a result of a gluten sensitivity. Gluten is found in common foods such as wheat, rye and barley.",,
0,Warts Molluscum and other Viral Infections,eczema vaccinatum,https://my.clevelandclinic.org/health/diseases/9998-eczema,"Eczema is a skin condition that causes dry and itchy patches of skin. It’s a common condition that isn’t contagious. Symptoms of eczema can flare up if you contact an irritant or an allergen. There are treatments available to help you manage symptoms, but there isn’t a cure.",,
0,Warts Molluscum and other Viral Infections,herpes Buttock,https://my.clevelandclinic.org/health/diseases/22855-herpes-simplex,"Herpes simplex is a virus. There are two types of herpes. HSV-1 tends to affect your mouth and face. HSV-2 tends to affect your genital area. Once a person contracts herpes, it's a lifelong condition. Symptoms usually include sores that last for up to 10 days. Some people experience no herpes symptoms. Others choose antiviral treatment to reduce outbreaks.",,
0,Warts Molluscum and other Viral Infections,herpes mouth,https://my.clevelandclinic.org/health/diseases/21136-cold-sores,"A cold sore is a fluid-filled blister (or a cluster of blisters) that usually appears on your lip or around your mouth. They can also affect your cheeks, nose and chin. The herpes simplex virus type 1 (HSV-1) causes most cold sores.",,
0,Warts Molluscum and other Viral Infections,herpes simplex,https://my.clevelandclinic.org/health/diseases/22855-herpes-simplex,"Herpes simplex is a virus. There are two types of herpes. HSV-1 tends to affect your mouth and face. HSV-2 tends to affect your genital area. Once a person contracts herpes, it's a lifelong condition. Symptoms usually include sores that last for up to 10 days. Some people experience no herpes symptoms. Others choose antiviral treatment to reduce outbreaks.",,
0,Warts Molluscum and other Viral Infections,herpes type 1 primary,https://my.clevelandclinic.org/health/diseases/21136-cold-sores,"A cold sore is a fluid-filled blister (or a cluster of blisters) that usually appears on your lip or around your mouth. They can also affect your cheeks, nose and chin. The herpes simplex virus type 1 (HSV-1) causes most cold sores.",,
0,Warts Molluscum and other Viral Infections,molluscum contagiosum,https://my.clevelandclinic.org/health/diseases/12175-molluscum-contagiosum,"Molluscum contagiosum is a skin infection caused by a virus. The infection creates small, raised bumps on your skin that have the appearance of a pearl. These bumps are usually white but can match your natural skin tone or appear pink to purple. Bumps from the infection can form anywhere on your skin but it’s most common on your face, neck, arms, legs or genitals.",,
0,Warts Molluscum and other Viral Infections,small pox,https://my.clevelandclinic.org/health/diseases/10855-smallpox,"Smallpox was a serious illness that killed hundreds of millions before its eradication. It caused a hard, blistering rash that often led to disfiguring scars. About 1 in 3 people who got smallpox died from it.",,
0,Warts Molluscum and other Viral Infections,varicella,https://my.clevelandclinic.org/health/treatments/22136-chickenpox-vaccine,"The chickenpox vaccine can protect you or your child from chickenpox. Chickenpox is a contagious disease that causes an itchy rash. The rash starts on your chest, back and face, and then spreads over your entire body. The chickenpox vaccine is called the varicella vaccine because the varicella-zoster virus (VZV) causes the disease.",,
0,Warts Molluscum and other Viral Infections,warts cryotherapy,https://my.clevelandclinic.org/health/diseases/15045-warts,"Warts are noncancerous (benign) rough bumps that form on the skin. They develop when the human papillomavirus, or HPV, enters a cut or break in the skin and causes an infection.",,
0,Warts Molluscum and other Viral Infections,warts digitate,https://my.clevelandclinic.org/health/diseases/15045-warts,"Warts are noncancerous (benign) rough bumps that form on the skin. They develop when the human papillomavirus, or HPV, enters a cut or break in the skin and causes an infection.",,
0,Warts Molluscum and other Viral Infections,warts flat,https://my.clevelandclinic.org/health/diseases/24337-flat-warts,"Flat warts are smooth, small noncancerous (benign) bumps on your skin. They’re flatter and smaller than other warts — each one is about the size of a pinhead. They may be yellowish-brown, pink or skin-colored. Flat warts usually appear in groups. There may be anywhere from a dozen to a hundred in one area.",,
0,Warts Molluscum and other Viral Infections,warts immunocompromised,https://my.clevelandclinic.org/health/diseases/15045-warts,"Warts are noncancerous (benign) rough bumps that form on the skin. They develop when the human papillomavirus, or HPV, enters a cut or break in the skin and causes an infection.",,
0,Warts Molluscum and other Viral Infections,warts plantar,https://my.clevelandclinic.org/health/diseases/24899-plantar-warts,Plantar warts (verruca plantaris) are benign (not harmful) rough bumps that form on the soles of your feet. They develop when the human papillomavirus (HPV) enters a cut or break in your skin and causes an infection.,,
0,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,Merkel Cell Carcinoma,https://my.clevelandclinic.org/health/diseases/17971-merkel-cell-carcinoma,Merkel cell carcinoma is a rare and aggressive type of skin cancer that can be life-threatening. It develops in Merkel cells found in your skin’s outer layer (your epidermis).,,
0,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,actinic cheilitis,https://my.clevelandclinic.org/health/diseases/23007-actinic-cheilitis,"Actinic cheilitis is a precancerous condition that can create rough, scaly, discolored patches on your lips. Prolonged sun exposure causes it, and usually affects your lower lip.",,
0,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,actinic keratosis,https://my.clevelandclinic.org/health/diseases/14148-actinic-keratosis,"Actinic keratosis (AK) is a skin disorder that causes rough, scaly patches of skin. Another name for AK is solar keratosis. AK is a type of precancer, which means that if you don’t treat the condition, it could turn into cancer. Without treatment, AK can lead to a type of skin cancer called squamous cell carcinoma.",,
0,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,basal cell nevus syndrome,https://my.clevelandclinic.org/health/diseases/4581-basal-cell-carcinoma,"Basal cell carcinoma (BCC) is a type of skin cancer that forms in the basal cells of your skin. Basal cells exist in the lower part of your epidermis, which is the outside layer of your skin. Basal cell carcinoma looks like a small, sometimes shiny bump or scaly flat patch on your skin that slowly grows over time.",,
