Disease,Keyword,Website,Symptoms
Atopic Dermatitis,diaper Derm,https://my.clevelandclinic.org/health/diseases/11037-diaper-rash-diaper-dermatitis,"A diaper rash is any rash that forms in your babyâ€™s diaper area. In mild cases, the skin may be red and tender. A more severe diaper rash may have painful, open sores. Mild cases clear up within three to four days with home treatment. More severe cases may need medical treatment. Diaper rashes are the most common skin condition seen in young infants."
Atopic Dermatitis,diaper Derm,https://www.cedars-sinai.org/health-library/diseases-and-conditions---pediatrics/d/diaper-dermatitis-in-children.html,"Contact diaper dermatitis. Skin that is irritated from urine and feces will look red and shiny. The skin on the buttocks, thighs, belly (abdomen), and waist may be affected. The skin creases or folds are usually not affected.
Candida diaper dermatitis. The skin is a deep red color with patches outside of the diaper area. A baby may also have a yeast infection in the mouth (thrush). The creases or folds of the thighs and in the diaper area are usually affected.
Seborrheic diaper dermatitis. The skin is red with yellow, oily patches. It also affects the skin folds. It also usually affects the face, scalp, or neck at the same time."
Atopic Dermatitis,diaper Derm,https://www.nhs.uk/conditions/baby/caring-for-a-newborn/nappy-rash/,"Symptoms of nappy rash can include:red or raw patches on your babyâ€™s bottom or the whole nappy areaskin that looks sore and feels hot to touchscaly and dry skinan itchy or painful bottomyour baby seeming uncomfortable or distressedspots, pimples, or blisters on bottom (spots can appear red or brown, but may be less noticeable on brown and black skin)"
Atopic Dermatitis,Dry Feet,https://www.mayoclinic.org/diseases-conditions/dry-skin/symptoms-causes/syc-20353885,"Dry skin is often temporary or seasonal â€” you might get it only in winter, for example â€” or you might need to treat it long term. Signs and symptoms of dry skin might vary based on your age, health status, skin tone, living environment and sun exposure. They include:
A feeling of skin tightness
Skin that feels and looks rough
Itchiness (pruritus)
Slight to severe flaking skin, which causes the ashy look that can affect dry brown and black skin
Slight to severe scaling or peeling
Cracked ""dry riverbed"" look to leg
Fine lines or cracks
Skin that ranges from reddish on white skin to grayish on brown and black skin
Deep cracks that may bleed
Most cases of dry skin respond well to lifestyle changes and home remedies. You may need help from your primary care doctor or a doctor who specializes in skin conditions (dermatologist) if:
You've tried self-care steps but your signs and symptoms persist
Your skin becomes inflamed or painful
You develop dry, thick skin as a side effect of cancer treatment
Your condition makes you so uncomfortable that you're losing sleep or are distracted from your daily routines
You have open sores or infections from scratching
You have large areas of scaly or peeling skin
Dry skin is due to water loss from the outer layer of skin. It might be caused by:
Heat. Central heating, wood-burning stoves, space heaters and fireplaces all reduce humidity.
Environment. Living in cold, windy conditions or low-humidity climates.
Too much bathing or scrubbing. Taking long, hot showers or baths or scrubbing your skin too much can dry your skin. Bathing more than once a day can remove the natural oils from your skin too.
Harsh soaps and detergents. Many popular soaps, detergents and shampoos strip moisture from your skin because they are formulated to remove oil.
Other skin conditions. People with skin conditions such as atopic dermatitis (eczema) or psoriasis are more likely to have dry skin.
Medical treatments. Some people develop dry, thick skin after undergoing treatment for cancer, receiving dialysis or taking certain medications.
Aging. As people age, the skin thins and produces less of the oils needed for the skin to retain water.
Anyone can develop dry skin. But you're more likely to develop the condition if you:
Are over 40, as the skin's ability to retain moisture diminishes with age
Live in cold, windy conditions or low-humidity climates
Have a job that requires you to immerse your hands in water, such as nursing or hairstyling
Use your hands to work with cement, clay or soil
Swim frequently in chlorinated pools
Have certain diseases or conditions, such as hypothyroidism, diabetes or malnutrition
Dry skin is usually harmless. But when it's not cared for, dry skin may lead to:
Atopic dermatitis (eczema). If you're prone to develop this condition, excessive dryness can lead to activation of the disease, causing a rash and cracking skin.
Infections. Dry skin may crack, allowing bacteria to enter, causing infections.
These complications are most likely to occur when your skin's protective mechanisms are severely compromised. For example, severely dry skin can cause deep cracks or fissures, which can open and bleed, providing an avenue for invading bacteria.Try these tips to help your skin retain moisture:
Moisturize. Moisturizer seals in water to help keep your skin's protective barrier healthy. Use moisturizer throughout the day, especially on the hands. And before going outdoors, use a moisturizer that contains sunblock or a broad-spectrum sunscreen with an SPF of at least 30, even on cloudy days. Apply sunscreen generously and reapply every two hours â€” or more often if you're swimming or sweating.
Limit water exposure. Keep bath and shower time to 10 minutes or less. Use warm, not hot, water. Rinse and pat dry. Try to bathe no more than once a day.
Use a gentle cleanser or allergen-free soap. Try a nonsoap cleansing cream or shower gel. Or use fragrance-free moisturizing soap with no alcohol or allergy-causing substances (hypoallergenic soap), especially if you handwash often. Rinse thoroughly and pat dry. Apply a moisturizing cream while your skin is still damp.
Shave with care. Shaving can be drying. If you shave, use a lubricating agent before you start. Shave in the direction of hair growth, unless that irritates your skin. Use a sharp blade and rinse it with warm water after each stroke. When done, apply moisturizer.
Cover as much skin as possible in cold or windy weather. Harsh weather can be especially drying to skin. Scarves, hats, and gloves or mittens help protect your skin when you're outdoors.
Wear gloves. Protect your hands with suitable gloves when gardening, using harsh cleansers and doing other skin-drying activities.
Rinse and moisturize after swimming. This is especially important if you've been swimming in a heavily chlorinated pool.
Drink when you're thirsty. Drink noncaffeinated beverages each day to help keep all your body's tissues, including your skin, well hydrated.
Bathe babies with care. For babies, using a cleanser every 1-2 weeks for bathing usually is enough. Otherwise, bathe them in just water. However, clean their diaper area with each diaper change. Apply a thin layer of petroleum jelly (Vaseline, Aquaphor, others) while the skin is still damp.


"
Atopic Dermatitis,Dry Feet,https://www.msdmanuals.com/en-sg/home/skin-disorders/itching-and-dermatitis/hand-and-foot-dermatitis,"Symptoms of hand and foot dermatitis include redness, scaling, and thickening of the skin on the hands and feet. These symptoms may progress to itchy small blisters or large blisters on the palms, sides of the fingers, or soles. These blisters can rupture, resulting in oozing and crusting. The blisters may be the first symptom people notice.
"
Atopic Dermatitis,Dry Feet,https://www.cdc.gov/disasters/trenchfoot.html,"Symptoms of trench foot include a tingling and/or itching sensation, pain, swelling, cold and blotchy skin, numbness, and a prickly or heavy feeling in the foot.  The foot may be red, dry, and painful after it becomes warm. Blisters may form, followed by skin and tissue dying and falling off.  In severe cases, untreated trench foot can involve the toes, heel, or entire foot."
Atopic Dermatitis,Dry Feet,https://www.cedars-sinai.org/health-library/diseases-and-conditions/d/dry-skin.html,"Rough skin that is scaly or flaky
Mild to moderate itching
Cracking skin that may bleed
Chapped or cracked feet"
Atopic Dermatitis,Dry Feet,https://medlineplus.gov/ency/patientinstructions/000751.htm,"Dry skin can be caused by:Cold, dry winter airFurnaces that heat the air and remove moistureHot, dry air in desert environmentsAir conditioners that cool the air and remove moistureTaking long, hot baths or showers frequentlyWashing your hands oftenSome soaps and detergentsSkin conditions, such as eczema and psoriasisCertain medicines (both topical and oral)Aging, during which skin gets thinner and produces less natural oil "
Atopic Dermatitis,Dry Feet,https://www.nhs.uk/conditions/athletes-foot/,"One of the main symptoms of Athlete's foot is itchy white patches between your toes.It can also cause sore and flaky patches on your feet.The skin can look red, but this may be less noticeable on brown or black skin.Sometimes the skin on your feet may become cracked or bleed.Athlete's foot can also affect your soles or sides of your feet. It sometimes causes fluid-filled blisters.If it's not treated, the infection can spread to your toenails and cause a fungal nail infection."
Scabies Lyme Diease and other Infestations and Bites,duck itch,https://www.mayoclinic.org/diseases-conditions/swimmers-itch/symptoms-causes/syc-20355043,"itchy rash that looks like pimples or blisters. 

"
